instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_group
4037,2011-06-22,Fall,2011,Jun,2,No,Wed,Working Day,Clear,27.060000000000002,30.305,78.0,0.0,2.0,5.0,7.0,Midnight
4038,2011-06-22,Fall,2011,Jun,3,No,Wed,Working Day,Clear,27.060000000000002,30.305,78.0,8.9981,0.0,7.0,7.0,Midnight
4039,2011-06-22,Fall,2011,Jun,4,No,Wed,Working Day,Clear,26.240000000000002,28.79,83.0,0.0,3.0,8.0,11.0,Midnight
4040,2011-06-22,Fall,2011,Jun,5,No,Wed,Working Day,Clear,26.240000000000002,28.79,89.0,0.0,2.0,21.0,23.0,Midnight
4041,2011-06-22,Fall,2011,Jun,6,No,Wed,Working Day,Clear,27.060000000000002,30.305,83.0,0.0,12.0,110.0,122.0,Morning
4042,2011-06-22,Fall,2011,Jun,7,No,Wed,Working Day,Clear,28.7,33.335,79.0,0.0,23.0,288.0,311.0,Morning
4043,2011-06-22,Fall,2011,Jun,8,No,Wed,Working Day,Clear,29.52,34.849999999999994,74.0,7.0015,27.0,396.0,423.0,Morning
4044,2011-06-22,Fall,2011,Jun,9,No,Wed,Working Day,Clear,29.52,34.849999999999994,79.0,11.0014,14.0,205.0,219.0,Morning
4045,2011-06-22,Fall,2011,Jun,10,No,Wed,Working Day,Clear,30.34,34.849999999999994,70.0,16.997899999999998,31.0,104.0,135.0,Morning
4046,2011-06-22,Fall,2011,Jun,11,No,Wed,Working Day,Clear,30.34,34.849999999999994,70.0,11.0014,37.0,108.0,145.0,Morning
4047,2011-06-22,Fall,2011,Jun,12,No,Wed,Working Day,Mist,32.800000000000004,38.635000000000005,59.0,15.001299999999999,44.0,144.0,188.0,Noon
4048,2011-06-22,Fall,2011,Jun,13,No,Wed,Working Day,Mist,33.62,39.395,56.00000000000001,16.997899999999998,34.0,113.0,147.0,Noon
4049,2011-06-22,Fall,2011,Jun,14,No,Wed,Working Day,Mist,33.62,38.635000000000005,52.0,19.0012,32.0,113.0,145.0,Noon
4050,2011-06-22,Fall,2011,Jun,15,No,Wed,Working Day,Mist,33.62,39.395,56.00000000000001,19.0012,32.0,114.0,146.0,Noon
4051,2011-06-22,Fall,2011,Jun,16,No,Wed,Working Day,Mist,33.62,40.150000000000006,59.0,22.0028,34.0,224.0,258.0,Noon
4052,2011-06-22,Fall,2011,Jun,17,No,Wed,Working Day,Mist,32.800000000000004,37.88,55.00000000000001,26.0027,67.0,462.0,529.0,Noon
4053,2011-06-22,Fall,2011,Jun,18,No,Wed,Working Day,Mist,32.800000000000004,38.635000000000005,59.0,16.997899999999998,66.0,447.0,513.0,Afternoon
4054,2011-06-22,Fall,2011,Jun,19,No,Wed,Working Day,Mist,32.800000000000004,37.12,52.0,16.997899999999998,62.0,280.0,342.0,Afternoon
4055,2011-06-22,Fall,2011,Jun,20,No,Wed,Working Day,Clear,30.34,35.605,74.0,8.9981,52.0,230.0,282.0,Afternoon
4056,2011-06-22,Fall,2011,Jun,21,No,Wed,Working Day,Clear,30.34,35.605,79.0,11.0014,31.0,216.0,247.0,Afternoon
4057,2011-06-22,Fall,2011,Jun,22,No,Wed,Working Day,Mist,29.52,34.849999999999994,79.0,12.998000000000001,25.0,123.0,148.0,Afternoon
4058,2011-06-22,Fall,2011,Jun,23,No,Wed,Working Day,Mist,29.52,34.849999999999994,79.0,15.001299999999999,14.0,91.0,105.0,Afternoon
4059,2011-06-23,Fall,2011,Jun,0,No,Thu,Working Day,Clear,29.52,34.849999999999994,79.0,15.001299999999999,5.0,44.0,49.0,Midnight
4060,2011-06-23,Fall,2011,Jun,1,No,Thu,Working Day,Clear,29.52,34.849999999999994,74.0,15.001299999999999,5.0,26.0,31.0,Midnight
4061,2011-06-23,Fall,2011,Jun,2,No,Thu,Working Day,Clear,29.52,34.849999999999994,74.0,15.001299999999999,0.0,4.0,4.0,Midnight
4062,2011-06-23,Fall,2011,Jun,3,No,Thu,Working Day,Mist,29.52,34.849999999999994,74.0,11.0014,1.0,4.0,5.0,Midnight
4063,2011-06-23,Fall,2011,Jun,4,No,Thu,Working Day,Mist,28.7,33.335,79.0,8.9981,0.0,7.0,7.0,Midnight
4064,2011-06-23,Fall,2011,Jun,5,No,Thu,Working Day,Clear,29.52,34.849999999999994,74.0,11.0014,2.0,22.0,24.0,Midnight
4065,2011-06-23,Fall,2011,Jun,6,No,Thu,Working Day,Clear,29.52,34.849999999999994,74.0,11.0014,8.0,92.0,100.0,Morning
4066,2011-06-23,Fall,2011,Jun,7,No,Thu,Working Day,Mist,29.52,34.849999999999994,74.0,8.9981,26.0,301.0,327.0,Morning
4067,2011-06-23,Fall,2011,Jun,8,No,Thu,Working Day,Mist,30.34,34.849999999999994,70.0,12.998000000000001,20.0,412.0,432.0,Morning
4068,2011-06-23,Fall,2011,Jun,9,No,Thu,Working Day,Mist,30.34,34.849999999999994,70.0,8.9981,33.0,194.0,227.0,Morning
4069,2011-06-23,Fall,2011,Jun,10,No,Thu,Working Day,Mist,31.16,36.364999999999995,66.0,8.9981,39.0,88.0,127.0,Morning
4070,2011-06-23,Fall,2011,Jun,11,No,Thu,Working Day,Light rain/snow,31.16,36.364999999999995,66.0,16.997899999999998,28.0,108.0,136.0,Morning
4071,2011-06-23,Fall,2011,Jun,12,No,Thu,Working Day,Mist,31.16,36.364999999999995,66.0,19.0012,30.0,130.0,160.0,Noon
4072,2011-06-23,Fall,2011,Jun,13,No,Thu,Working Day,Mist,31.16,35.605,62.0,19.0012,37.0,149.0,186.0,Noon
4073,2011-06-23,Fall,2011,Jun,14,No,Thu,Working Day,Mist,31.16,36.364999999999995,66.0,19.999499999999998,46.0,103.0,149.0,Noon
4074,2011-06-23,Fall,2011,Jun,15,No,Thu,Working Day,Mist,31.16,34.849999999999994,52.0,23.9994,62.0,127.0,189.0,Noon
4075,2011-06-23,Fall,2011,Jun,16,No,Thu,Working Day,Mist,30.34,34.089999999999996,62.0,19.999499999999998,58.0,217.0,275.0,Noon
4076,2011-06-23,Fall,2011,Jun,17,No,Thu,Working Day,Mist,29.52,34.089999999999996,70.0,23.9994,74.0,495.0,569.0,Noon
4077,2011-06-23,Fall,2011,Jun,18,No,Thu,Working Day,Clear,29.52,34.089999999999996,70.0,27.999299999999998,57.0,483.0,540.0,Afternoon
4078,2011-06-23,Fall,2011,Jun,19,No,Thu,Working Day,Clear,29.52,34.089999999999996,70.0,23.9994,56.0,344.0,400.0,Afternoon
4079,2011-06-23,Fall,2011,Jun,20,No,Thu,Working Day,Clear,28.7,33.335,74.0,15.001299999999999,75.0,277.0,352.0,Afternoon
4080,2011-06-23,Fall,2011,Jun,21,No,Thu,Working Day,Clear,28.7,33.335,74.0,12.998000000000001,46.0,188.0,234.0,Afternoon
4081,2011-06-23,Fall,2011,Jun,22,No,Thu,Working Day,Mist,28.7,33.335,74.0,15.001299999999999,23.0,139.0,162.0,Afternoon
4082,2011-06-23,Fall,2011,Jun,23,No,Thu,Working Day,Clear,28.7,33.335,74.0,19.0012,15.0,90.0,105.0,Afternoon
4083,2011-06-24,Fall,2011,Jun,0,No,Fri,Working Day,Clear,27.880000000000003,31.819999999999997,79.0,12.998000000000001,10.0,53.0,63.0,Midnight
4084,2011-06-24,Fall,2011,Jun,1,No,Fri,Working Day,Clear,27.060000000000002,30.305,83.0,22.0028,8.0,20.0,28.0,Midnight
4085,2011-06-24,Fall,2011,Jun,2,No,Fri,Working Day,Clear,27.060000000000002,30.305,83.0,22.0028,4.0,10.0,14.0,Midnight
4086,2011-06-24,Fall,2011,Jun,3,No,Fri,Working Day,Clear,27.060000000000002,30.305,83.0,11.0014,1.0,4.0,5.0,Midnight
4087,2011-06-24,Fall,2011,Jun,4,No,Fri,Working Day,Clear,27.060000000000002,30.305,83.0,6.0032,1.0,8.0,9.0,Midnight
4088,2011-06-24,Fall,2011,Jun,5,No,Fri,Working Day,Clear,26.240000000000002,28.79,89.0,6.0032,2.0,18.0,20.0,Midnight
4089,2011-06-24,Fall,2011,Jun,6,No,Fri,Working Day,Clear,27.060000000000002,30.305,83.0,8.9981,4.0,87.0,91.0,Morning
4090,2011-06-24,Fall,2011,Jun,7,No,Fri,Working Day,Mist,27.060000000000002,30.305,83.0,15.001299999999999,21.0,247.0,268.0,Morning
4091,2011-06-24,Fall,2011,Jun,8,No,Fri,Working Day,Clear,28.7,33.335,74.0,15.001299999999999,27.0,439.0,466.0,Morning
4092,2011-06-24,Fall,2011,Jun,9,No,Fri,Working Day,Clear,30.34,34.089999999999996,62.0,8.9981,28.0,203.0,231.0,Morning
4093,2011-06-24,Fall,2011,Jun,10,No,Fri,Working Day,Clear,32.800000000000004,36.364999999999995,43.0,19.0012,43.0,102.0,145.0,Morning
4094,2011-06-24,Fall,2011,Jun,11,No,Fri,Working Day,Clear,32.800000000000004,35.605,38.0,22.0028,56.0,147.0,203.0,Morning
4095,2011-06-24,Fall,2011,Jun,12,No,Fri,Working Day,Clear,32.800000000000004,35.605,41.0,19.0012,51.0,150.0,201.0,Noon
4096,2011-06-24,Fall,2011,Jun,13,No,Fri,Working Day,Clear,32.800000000000004,35.605,36.0,15.001299999999999,43.0,178.0,221.0,Noon
4097,2011-06-24,Fall,2011,Jun,14,No,Fri,Working Day,Clear,31.98,34.849999999999994,43.0,19.0012,67.0,162.0,229.0,Noon
4098,2011-06-24,Fall,2011,Jun,15,No,Fri,Working Day,Clear,33.62,36.364999999999995,34.0,26.0027,69.0,147.0,216.0,Noon
4099,2011-06-24,Fall,2011,Jun,16,No,Fri,Working Day,Clear,32.800000000000004,34.849999999999994,33.0,27.999299999999998,80.0,247.0,327.0,Noon
4100,2011-06-24,Fall,2011,Jun,17,No,Fri,Working Day,Clear,31.16,33.335,37.0,16.997899999999998,85.0,472.0,557.0,Noon
4101,2011-06-24,Fall,2011,Jun,18,No,Fri,Working Day,Clear,31.16,33.335,37.0,19.999499999999998,87.0,365.0,452.0,Afternoon
4102,2011-06-24,Fall,2011,Jun,19,No,Fri,Working Day,Clear,30.34,32.574999999999996,40.0,15.001299999999999,92.0,293.0,385.0,Afternoon
4103,2011-06-24,Fall,2011,Jun,20,No,Fri,Working Day,Clear,29.52,32.574999999999996,45.0,11.0014,66.0,222.0,288.0,Afternoon
4104,2011-06-24,Fall,2011,Jun,21,No,Fri,Working Day,Clear,28.7,32.574999999999996,48.0,8.9981,50.0,183.0,233.0,Afternoon
4105,2011-06-24,Fall,2011,Jun,22,No,Fri,Working Day,Clear,28.7,32.574999999999996,48.0,0.0,41.0,126.0,167.0,Afternoon
4106,2011-06-24,Fall,2011,Jun,23,No,Fri,Working Day,Clear,27.880000000000003,31.819999999999997,51.0,8.9981,33.0,139.0,172.0,Afternoon
4107,2011-06-25,Fall,2011,Jun,0,No,Sat,Holiday,Clear,27.880000000000003,31.819999999999997,47.0,11.0014,19.0,97.0,116.0,Midnight
4108,2011-06-25,Fall,2011,Jun,1,No,Sat,Holiday,Clear,27.060000000000002,31.06,50.0,11.0014,20.0,75.0,95.0,Midnight
4109,2011-06-25,Fall,2011,Jun,2,No,Sat,Holiday,Mist,27.060000000000002,31.06,50.0,12.998000000000001,8.0,51.0,59.0,Midnight
4110,2011-06-25,Fall,2011,Jun,3,No,Sat,Holiday,Clear,26.240000000000002,31.06,56.99999999999999,12.998000000000001,18.0,21.0,39.0,Midnight
4111,2011-06-25,Fall,2011,Jun,4,No,Sat,Holiday,Clear,26.240000000000002,31.06,56.99999999999999,12.998000000000001,7.0,4.0,11.0,Midnight
4112,2011-06-25,Fall,2011,Jun,5,No,Sat,Holiday,Clear,25.419999999999998,30.305,61.0,8.9981,6.0,8.0,14.0,Midnight
4113,2011-06-25,Fall,2011,Jun,6,No,Sat,Holiday,Clear,26.240000000000002,31.06,56.99999999999999,15.001299999999999,12.0,17.0,29.0,Morning
4114,2011-06-25,Fall,2011,Jun,7,No,Sat,Holiday,Clear,26.240000000000002,31.06,56.99999999999999,19.0012,7.0,35.0,42.0,Morning
4115,2011-06-25,Fall,2011,Jun,8,No,Sat,Holiday,Clear,28.7,32.574999999999996,48.0,16.997899999999998,27.0,85.0,112.0,Morning
4116,2011-06-25,Fall,2011,Jun,9,No,Sat,Holiday,Clear,29.52,32.574999999999996,45.0,16.997899999999998,47.0,139.0,186.0,Morning
4117,2011-06-25,Fall,2011,Jun,10,No,Sat,Holiday,Clear,29.52,32.574999999999996,45.0,12.998000000000001,99.0,203.0,302.0,Morning
4118,2011-06-25,Fall,2011,Jun,11,No,Sat,Holiday,Clear,30.34,33.335,42.0,0.0,114.0,209.0,331.0,Morning
4119,2011-06-25,Fall,2011,Jun,12,No,Sat,Holiday,Clear,30.34,32.574999999999996,40.0,19.0012,114.0,252.0,392.0,Noon
4120,2011-06-25,Fall,2011,Jun,13,No,Sat,Holiday,Clear,30.34,32.574999999999996,40.0,19.0012,114.0,231.0,371.0,Noon
4121,2011-06-25,Fall,2011,Jun,14,No,Sat,Holiday,Clear,30.34,33.335,45.0,19.999499999999998,114.0,232.0,383.0,Noon
4122,2011-06-25,Fall,2011,Jun,15,No,Sat,Holiday,Clear,30.34,33.335,45.0,0.0,114.0,235.0,392.0,Noon
4123,2011-06-25,Fall,2011,Jun,16,No,Sat,Holiday,Clear,31.16,34.089999999999996,43.0,19.999499999999998,114.0,235.0,410.0,Noon
4124,2011-06-25,Fall,2011,Jun,17,No,Sat,Holiday,Clear,30.34,33.335,42.0,15.001299999999999,114.0,247.0,399.0,Noon
4125,2011-06-25,Fall,2011,Jun,18,No,Sat,Holiday,Clear,29.52,32.574999999999996,45.0,16.997899999999998,108.0,199.0,307.0,Afternoon
4126,2011-06-25,Fall,2011,Jun,19,No,Sat,Holiday,Clear,29.52,33.335,48.0,19.0012,114.0,254.0,375.0,Afternoon
4127,2011-06-25,Fall,2011,Jun,20,No,Sat,Holiday,Clear,28.7,32.574999999999996,48.0,12.998000000000001,74.0,195.0,269.0,Afternoon
4128,2011-06-25,Fall,2011,Jun,21,No,Sat,Holiday,Clear,27.880000000000003,31.819999999999997,51.0,11.0014,62.0,140.0,202.0,Afternoon
4129,2011-06-25,Fall,2011,Jun,22,No,Sat,Holiday,Clear,27.880000000000003,31.819999999999997,47.0,12.998000000000001,61.0,126.0,187.0,Afternoon
4130,2011-06-25,Fall,2011,Jun,23,No,Sat,Holiday,Mist,27.060000000000002,31.06,50.0,19.999499999999998,49.0,130.0,179.0,Afternoon
4131,2011-06-26,Fall,2011,Jun,0,No,Sun,Holiday,Clear,26.240000000000002,31.06,53.0,0.0,30.0,85.0,115.0,Midnight
4132,2011-06-26,Fall,2011,Jun,1,No,Sun,Holiday,Clear,26.240000000000002,31.06,53.0,7.0015,17.0,73.0,90.0,Midnight
4133,2011-06-26,Fall,2011,Jun,2,No,Sun,Holiday,Clear,25.419999999999998,31.06,56.99999999999999,7.0015,17.0,70.0,87.0,Midnight
4134,2011-06-26,Fall,2011,Jun,3,No,Sun,Holiday,Clear,24.599999999999998,30.305,64.0,7.0015,12.0,22.0,34.0,Midnight
4135,2011-06-26,Fall,2011,Jun,4,No,Sun,Holiday,Clear,24.599999999999998,30.305,64.0,6.0032,3.0,8.0,11.0,Midnight
4136,2011-06-26,Fall,2011,Jun,5,No,Sun,Holiday,Clear,24.599999999999998,30.305,64.0,0.0,3.0,9.0,12.0,Midnight
4137,2011-06-26,Fall,2011,Jun,6,No,Sun,Holiday,Clear,24.599999999999998,30.305,64.0,0.0,7.0,13.0,20.0,Morning
4138,2011-06-26,Fall,2011,Jun,7,No,Sun,Holiday,Clear,25.419999999999998,30.305,61.0,0.0,24.0,27.0,51.0,Morning
4139,2011-06-26,Fall,2011,Jun,8,No,Sun,Holiday,Clear,26.240000000000002,31.06,61.0,12.998000000000001,29.0,78.0,107.0,Morning
4140,2011-06-26,Fall,2011,Jun,9,No,Sun,Holiday,Clear,27.060000000000002,31.06,54.0,6.0032,75.0,131.0,206.0,Morning
4141,2011-06-26,Fall,2011,Jun,10,No,Sun,Holiday,Clear,29.52,33.335,48.0,7.0015,114.0,196.0,332.0,Morning
4142,2011-06-26,Fall,2011,Jun,11,No,Sun,Holiday,Clear,29.52,32.574999999999996,45.0,8.9981,114.0,219.0,346.0,Morning
4143,2011-06-26,Fall,2011,Jun,12,No,Sun,Holiday,Clear,30.34,32.574999999999996,40.0,11.0014,114.0,268.0,443.0,Noon
4144,2011-06-26,Fall,2011,Jun,13,No,Sun,Holiday,Clear,30.34,32.574999999999996,40.0,0.0,114.0,245.0,442.0,Noon
4145,2011-06-26,Fall,2011,Jun,14,No,Sun,Holiday,Clear,30.34,32.574999999999996,40.0,8.9981,114.0,246.0,443.0,Noon
4146,2011-06-26,Fall,2011,Jun,15,No,Sun,Holiday,Clear,30.34,32.574999999999996,40.0,0.0,114.0,229.0,403.0,Noon
4147,2011-06-26,Fall,2011,Jun,16,No,Sun,Holiday,Clear,30.34,33.335,42.0,12.998000000000001,114.0,278.0,455.0,Noon
4148,2011-06-26,Fall,2011,Jun,17,No,Sun,Holiday,Mist,29.52,32.574999999999996,42.0,11.0014,114.0,243.0,421.0,Noon
4149,2011-06-26,Fall,2011,Jun,18,No,Sun,Holiday,Mist,29.52,32.574999999999996,45.0,16.997899999999998,114.0,265.0,382.0,Afternoon
4150,2011-06-26,Fall,2011,Jun,19,No,Sun,Holiday,Mist,29.52,33.335,48.0,8.9981,89.0,228.0,317.0,Afternoon
4151,2011-06-26,Fall,2011,Jun,20,No,Sun,Holiday,Mist,28.7,32.574999999999996,48.0,7.0015,55.0,158.0,213.0,Afternoon
4152,2011-06-26,Fall,2011,Jun,21,No,Sun,Holiday,Mist,28.7,32.574999999999996,54.0,7.0015,48.0,135.0,183.0,Afternoon
4153,2011-06-26,Fall,2011,Jun,22,No,Sun,Holiday,Clear,28.7,32.574999999999996,51.0,0.0,19.0,95.0,114.0,Afternoon
4154,2011-06-26,Fall,2011,Jun,23,No,Sun,Holiday,Clear,28.7,32.574999999999996,54.0,6.0032,14.0,64.0,78.0,Afternoon
4155,2011-06-27,Fall,2011,Jun,0,No,Mon,Working Day,Light rain/snow,26.240000000000002,30.305,73.0,19.0012,7.0,25.0,32.0,Midnight
4156,2011-06-27,Fall,2011,Jun,1,No,Mon,Working Day,Mist,25.419999999999998,29.544999999999998,78.0,8.9981,4.0,11.0,15.0,Midnight
4157,2011-06-27,Fall,2011,Jun,2,No,Mon,Working Day,Light rain/snow,25.419999999999998,29.544999999999998,78.0,8.9981,3.0,3.0,6.0,Midnight
4158,2011-06-27,Fall,2011,Jun,3,No,Mon,Working Day,Light rain/snow,25.419999999999998,29.544999999999998,78.0,8.9981,0.0,2.0,2.0,Midnight
4159,2011-06-27,Fall,2011,Jun,4,No,Mon,Working Day,Mist,24.599999999999998,28.03,83.0,11.0014,1.0,8.0,9.0,Midnight
4160,2011-06-27,Fall,2011,Jun,5,No,Mon,Working Day,Mist,25.419999999999998,28.79,83.0,11.0014,1.0,21.0,22.0,Midnight
4161,2011-06-27,Fall,2011,Jun,6,No,Mon,Working Day,Mist,25.419999999999998,29.544999999999998,78.0,11.0014,4.0,90.0,94.0,Morning
4162,2011-06-27,Fall,2011,Jun,7,No,Mon,Working Day,Mist,26.240000000000002,30.305,73.0,15.001299999999999,14.0,247.0,261.0,Morning
4163,2011-06-27,Fall,2011,Jun,8,No,Mon,Working Day,Clear,27.060000000000002,31.06,74.0,12.998000000000001,29.0,418.0,447.0,Morning
4164,2011-06-27,Fall,2011,Jun,9,No,Mon,Working Day,Mist,29.52,33.335,54.0,0.0,37.0,150.0,187.0,Morning
4165,2011-06-27,Fall,2011,Jun,10,No,Mon,Working Day,Mist,29.52,33.335,54.0,8.9981,55.0,95.0,150.0,Morning
4166,2011-06-27,Fall,2011,Jun,11,No,Mon,Working Day,Mist,28.7,32.574999999999996,57.99999999999999,0.0,55.0,95.0,150.0,Morning
4167,2011-06-27,Fall,2011,Jun,12,No,Mon,Working Day,Mist,29.52,33.335,54.0,0.0,40.0,130.0,170.0,Noon
4168,2011-06-27,Fall,2011,Jun,13,No,Mon,Working Day,Mist,29.52,33.335,57.99999999999999,15.001299999999999,37.0,127.0,164.0,Noon
4169,2011-06-27,Fall,2011,Jun,14,No,Mon,Working Day,Mist,29.52,33.335,57.99999999999999,6.0032,58.0,100.0,158.0,Noon
4170,2011-06-27,Fall,2011,Jun,15,No,Mon,Working Day,Mist,30.34,34.089999999999996,55.00000000000001,0.0,76.0,126.0,202.0,Noon
4171,2011-06-27,Fall,2011,Jun,16,No,Mon,Working Day,Clear,30.34,34.089999999999996,55.00000000000001,7.0015,53.0,222.0,275.0,Noon
4172,2011-06-27,Fall,2011,Jun,17,No,Mon,Working Day,Clear,30.34,34.089999999999996,55.00000000000001,8.9981,90.0,499.0,604.0,Noon
4173,2011-06-27,Fall,2011,Jun,18,No,Mon,Working Day,Clear,30.34,33.335,51.0,0.0,79.0,499.0,591.0,Afternoon
4174,2011-06-27,Fall,2011,Jun,19,No,Mon,Working Day,Clear,29.52,34.089999999999996,62.0,12.998000000000001,56.0,340.0,396.0,Afternoon
4175,2011-06-27,Fall,2011,Jun,20,No,Mon,Working Day,Clear,28.7,32.574999999999996,65.0,7.0015,54.0,251.0,305.0,Afternoon
4176,2011-06-27,Fall,2011,Jun,21,No,Mon,Working Day,Clear,28.7,32.574999999999996,65.0,0.0,52.0,190.0,242.0,Afternoon
4177,2011-06-27,Fall,2011,Jun,22,No,Mon,Working Day,Clear,27.880000000000003,31.819999999999997,69.0,0.0,33.0,112.0,145.0,Afternoon
4178,2011-06-27,Fall,2011,Jun,23,No,Mon,Working Day,Clear,27.880000000000003,31.819999999999997,69.0,0.0,16.0,65.0,81.0,Afternoon
4179,2011-06-28,Fall,2011,Jun,0,No,Tue,Working Day,Mist,27.060000000000002,30.305,78.0,8.9981,5.0,25.0,30.0,Midnight
4180,2011-06-28,Fall,2011,Jun,1,No,Tue,Working Day,Clear,27.060000000000002,31.06,74.0,0.0,5.0,8.0,13.0,Midnight
4181,2011-06-28,Fall,2011,Jun,2,No,Tue,Working Day,Mist,27.060000000000002,31.06,74.0,0.0,2.0,9.0,11.0,Midnight
4182,2011-06-28,Fall,2011,Jun,3,No,Tue,Working Day,Mist,27.060000000000002,31.06,74.0,0.0,0.0,2.0,2.0,Midnight
4183,2011-06-28,Fall,2011,Jun,4,No,Tue,Working Day,Clear,27.060000000000002,31.06,74.0,0.0,1.0,7.0,8.0,Midnight
4184,2011-06-28,Fall,2011,Jun,5,No,Tue,Working Day,Clear,27.060000000000002,30.305,78.0,0.0,1.0,20.0,21.0,Midnight
4185,2011-06-28,Fall,2011,Jun,6,No,Tue,Working Day,Clear,27.060000000000002,30.305,83.0,11.0014,7.0,117.0,124.0,Morning
4186,2011-06-28,Fall,2011,Jun,7,No,Tue,Working Day,Clear,27.880000000000003,31.819999999999997,83.0,12.998000000000001,27.0,320.0,347.0,Morning
4187,2011-06-28,Fall,2011,Jun,8,No,Tue,Working Day,Clear,28.7,33.335,79.0,11.0014,39.0,417.0,456.0,Morning
4188,2011-06-28,Fall,2011,Jun,9,No,Tue,Working Day,Clear,30.34,34.849999999999994,70.0,0.0,38.0,208.0,246.0,Morning
4189,2011-06-28,Fall,2011,Jun,10,No,Tue,Working Day,Clear,32.800000000000004,37.12,49.0,11.0014,45.0,112.0,157.0,Morning
4190,2011-06-28,Fall,2011,Jun,11,No,Tue,Working Day,Clear,33.62,37.88,46.0,0.0,49.0,118.0,167.0,Morning
4191,2011-06-28,Fall,2011,Jun,12,No,Tue,Working Day,Clear,34.44,38.635000000000005,47.0,15.001299999999999,41.0,161.0,202.0,Noon
4192,2011-06-28,Fall,2011,Jun,13,No,Tue,Working Day,Clear,34.44,37.88,44.0,0.0,33.0,156.0,189.0,Noon
4193,2011-06-28,Fall,2011,Jun,14,No,Tue,Working Day,Clear,35.26,39.395,44.0,15.001299999999999,43.0,117.0,160.0,Noon
4194,2011-06-28,Fall,2011,Jun,15,No,Tue,Working Day,Clear,35.26,39.395,41.0,0.0,39.0,127.0,166.0,Noon
4195,2011-06-28,Fall,2011,Jun,16,No,Tue,Working Day,Clear,35.26,40.150000000000006,47.0,19.0012,41.0,220.0,261.0,Noon
4196,2011-06-28,Fall,2011,Jun,17,No,Tue,Working Day,Light rain/snow,33.62,39.395,56.00000000000001,19.0012,70.0,499.0,579.0,Noon
4197,2011-06-28,Fall,2011,Jun,18,No,Tue,Working Day,Light rain/snow,32.800000000000004,37.88,55.00000000000001,19.999499999999998,68.0,436.0,504.0,Afternoon
4198,2011-06-28,Fall,2011,Jun,19,No,Tue,Working Day,Mist,30.34,34.089999999999996,57.99999999999999,31.0009,44.0,255.0,299.0,Afternoon
4199,2011-06-28,Fall,2011,Jun,20,No,Tue,Working Day,Clear,30.34,34.089999999999996,62.0,0.0,50.0,246.0,296.0,Afternoon
4200,2011-06-28,Fall,2011,Jun,21,No,Tue,Working Day,Clear,30.34,34.849999999999994,66.0,19.0012,31.0,164.0,195.0,Afternoon
4201,2011-06-28,Fall,2011,Jun,22,No,Tue,Working Day,Clear,28.7,32.574999999999996,70.0,19.999499999999998,30.0,104.0,134.0,Afternoon
4202,2011-06-28,Fall,2011,Jun,23,No,Tue,Working Day,Clear,28.7,32.574999999999996,70.0,19.0012,23.0,58.0,81.0,Afternoon
4203,2011-06-29,Fall,2011,Jun,0,No,Wed,Working Day,Mist,27.880000000000003,31.819999999999997,79.0,19.0012,11.0,25.0,36.0,Midnight
4204,2011-06-29,Fall,2011,Jun,1,No,Wed,Working Day,Clear,27.880000000000003,31.819999999999997,79.0,19.999499999999998,10.0,18.0,28.0,Midnight
4205,2011-06-29,Fall,2011,Jun,2,No,Wed,Working Day,Clear,27.060000000000002,30.305,83.0,15.001299999999999,7.0,9.0,16.0,Midnight
4206,2011-06-29,Fall,2011,Jun,3,No,Wed,Working Day,Mist,27.060000000000002,30.305,83.0,7.0015,2.0,3.0,5.0,Midnight
4207,2011-06-29,Fall,2011,Jun,4,No,Wed,Working Day,Clear,27.060000000000002,30.305,83.0,7.0015,0.0,5.0,5.0,Midnight
4208,2011-06-29,Fall,2011,Jun,5,No,Wed,Working Day,Clear,26.240000000000002,28.79,83.0,12.998000000000001,3.0,19.0,22.0,Midnight
4209,2011-06-29,Fall,2011,Jun,6,No,Wed,Working Day,Clear,27.060000000000002,31.06,69.0,19.999499999999998,12.0,104.0,116.0,Morning
4210,2011-06-29,Fall,2011,Jun,7,No,Wed,Working Day,Clear,28.7,32.574999999999996,54.0,15.001299999999999,18.0,318.0,336.0,Morning
4211,2011-06-29,Fall,2011,Jun,8,No,Wed,Working Day,Clear,28.7,32.574999999999996,48.0,19.0012,41.0,499.0,540.0,Morning
4212,2011-06-29,Fall,2011,Jun,9,No,Wed,Working Day,Clear,29.52,32.574999999999996,45.0,26.0027,32.0,189.0,221.0,Morning
4213,2011-06-29,Fall,2011,Jun,10,No,Wed,Working Day,Clear,30.34,33.335,42.0,19.0012,31.0,95.0,126.0,Morning
4214,2011-06-29,Fall,2011,Jun,11,No,Wed,Working Day,Clear,31.16,33.335,35.0,15.001299999999999,53.0,117.0,170.0,Morning
4215,2011-06-29,Fall,2011,Jun,12,No,Wed,Working Day,Clear,31.16,33.335,35.0,16.997899999999998,55.0,188.0,243.0,Noon
4216,2011-06-29,Fall,2011,Jun,13,No,Wed,Working Day,Clear,32.800000000000004,34.849999999999994,31.0,22.0028,45.0,186.0,231.0,Noon
4217,2011-06-29,Fall,2011,Jun,14,No,Wed,Working Day,Clear,32.800000000000004,34.849999999999994,31.0,12.998000000000001,50.0,138.0,188.0,Noon
